Title: "PRR.csv"
26901,PST,'RESERVOIR STORAGE (af)'
19791201,0000,75706
19791202,0000,75858
19791203,0000,76085
19791204,0000,76484
19791205,0000,76979
19791206,0000,77037
19791207,0000,77648
19791208,0000,77897
19791209,0000,77706
19791210,0000,78185
19791211,0000,78665
19791212,0000,79050
19791213,0000,79571
19791214,0000,80074
19791215,0000,80365
19791216,0000,80540
19791217,0000,81279
19791218,0000,81826
19791219,0000,82315
19791220,0000,82844
19791221,0000,83218
19791222,0000,83671
19791223,0000,83533
19791224,0000,83927
19791225,0000,84520
19791226,0000,85015
19791227,0000,85313
19791228,0000,86308
19791229,0000,86907
19791230,0000,87027
19791231,0000,87648
19800101,0000,88371
19800102,0000,88976
19800103,0000,89521
19800104,0000,90129
19800105,0000,90291
19800106,0000,89238
19800107,0000,90494
19800108,0000,91144
19800109,0000,91817
19800110,0000,92573
19800111,0000,93845
19800112,0000,94731
19800113,0000,94401
19800114,0000,94855
19800115,0000,95848
19800116,0000,96927
19800117,0000,98136
19800118,0000,98638
19800119,0000,99644
19800120,0000,100717
19800121,0000,101688
19800122,0000,102747
19800123,0000,103810
19800124,0000,104727
19800125,0000,105710
19800126,0000,106957
19800127,0000,107928
19800128,0000,108901
19800129,0000,110138
19800130,0000,111424
19800131,0000,112715
19800201,0000,113528
19800202,0000,114408
19800203,0000,114320
19800204,0000,115026
19800205,0000,115689
19800206,0000,115844
19800207,0000,116332
19800208,0000,116687
19800209,0000,116909
19800210,0000,116909
19800211,0000,117354
19800212,0000,118156
19800213,0000,118915
19800214,0000,119811
19800215,0000,120125
19800216,0000,120552
19800217,0000,121114
19800218,0000,122152
19800219,0000,121903
19800220,0000,122355
19800221,0000,122559
19800222,0000,122694
19800223,0000,122694
19800224,0000,122740
19800225,0000,122740
19800226,0000,122740
19800227,0000,122740
19800228,0000,122627
19800229,0000,122627
19800301,0000,122513
19800302,0000,122400
19800303,0000,122627
19800304,0000,122627
19800305,0000,122627
19800306,0000,122694
19800307,0000,122740
19800308,0000,122740
19800309,0000,122740
19800310,0000,122740
19800311,0000,122740
19800312,0000,122740
19800313,0000,122740
19800314,0000,122649
19800315,0000,122581
19800316,0000,122559
19800317,0000,122559
19800318,0000,122423
19800319,0000,122378
19800320,0000,122287
19800321,0000,122061
19800322,0000,121836
19800323,0000,121610
19800324,0000,121385
19800325,0000,121272
19800326,0000,121047
19800327,0000,120934
19800328,0000,120934
19800329,0000,120872
19800330,0000,120822
19800331,0000,120934
19800401,0000,120597
19800402,0000,120484
19800403,0000,120934
19800404,0000,120934
19800405,0000,120934
19800406,0000,120597
19800407,0000,120709
19800408,0000,120687
19800409,0000,120867
19800410,0000,121182
19800411,0000,121227
19800412,0000,121272
19800413,0000,121385
19800414,0000,121430
19800415,0000,121362
19800416,0000,121339
19800417,0000,121317
19800418,0000,121204
19800419,0000,120889
19800420,0000,120597
19800421,0000,120260
19800422,0000,120035
19800423,0000,120103
19800424,0000,120350
19800425,0000,120484
19800426,0000,120709
19800427,0000,120867
19800428,0000,121047
19800429,0000,121182
19800430,0000,121497
19800501,0000,121836
19800502,0000,122287
19800503,0000,122287
19800504,0000,122287
19800505,0000,123556
19800506,0000,123420
19800507,0000,123193
19800508,0000,122966
19800509,0000,122853
19800510,0000,123079
19800511,0000,123238
19800512,0000,123306
19800513,0000,123125
19800514,0000,122966
19800515,0000,122740
19800516,0000,122287
19800517,0000,122287
19800518,0000,121836
19800519,0000,121836
19800520,0000,121385
19800521,0000,121159
19800522,0000,120732
19800523,0000,120507
19800524,0000,120103
19800525,0000,119833
19800526,0000,119833
19800527,0000,119699
19800528,0000,119699
19800529,0000,119699
19800530,0000,119587
19800531,0000,119497
19800601,0000,119363
19800602,0000,119363
19800603,0000,119251
19800604,0000,118937
19800605,0000,118647
19800606,0000,118223
19800607,0000,117799
19800608,0000,117354
19800609,0000,116909
19800610,0000,116576
19800611,0000,116021
19800612,0000,115579
19800613,0000,115579
19800614,0000,115579
19800615,0000,114342
19800616,0000,114034
19800617,0000,113594
19800618,0000,113154
19800619,0000,112584
19800620,0000,112146
19800621,0000,111730
19800622,0000,111228
19800623,0000,110857
19800624,0000,110443
19800625,0000,110095
19800626,0000,109769
19800627,0000,109313
19800628,0000,108858
19800629,0000,108447
19800630,0000,108014
19800701,0000,107496
19800702,0000,106850
19800703,0000,106418
19800704,0000,106203
19800705,0000,105989
19800706,0000,105560
19800707,0000,105133
19800708,0000,104705
19800709,0000,104066
19800710,0000,103640
19800711,0000,103215
19800712,0000,102790
19800713,0000,102366
19800714,0000,101942
19800715,0000,101308
19800716,0000,100886
19800717,0000,100254
19800718,0000,99833
19800719,0000,99204
19800720,0000,98575
19800721,0000,98157
19800722,0000,97531
19800723,0000,96906
19800724,0000,96283
19800725,0000,96076
19800726,0000,95247
19800727,0000,94834
19800728,0000,94215
19800729,0000,93393
19800730,0000,92778
19800731,0000,92368
19800801,0000,91755
19800802,0000,91144
19800803,0000,90534
19800804,0000,89926
19800805,0000,89319
19800806,0000,88714
19800807,0000,88110
19800808,0000,87508
19800809,0000,86907
19800810,0000,86108
19800811,0000,85511
19800812,0000,84196
19800813,0000,84322
19800814,0000,83730
19800815,0000,83336
19800816,0000,82746
19800817,0000,81963
19800818,0000,81572
19800819,0000,80987
19800820,0000,80404
19800821,0000,79861
19800822,0000,79359
19800823,0000,79089
19800824,0000,78473
19800825,0000,77955
19800826,0000,77419
19800827,0000,76865
19800828,0000,76237
19800829,0000,75573
19800830,0000,74931
19800831,0000,74329
19800901,0000,73541
19800902,0000,73167
19800903,0000,72794
19800904,0000,72236
19800905,0000,71679
19800906,0000,71309
19800907,0000,70756
19800908,0000,70572
19800909,0000,70572
19800910,0000,70572
19800911,0000,70756
19800912,0000,70940
19800913,0000,70940
19800914,0000,70572
19800915,0000,70756
19800916,0000,70940
19800917,0000,71125
19800918,0000,71494
19800919,0000,71679
19800920,0000,71864
19800921,0000,71864
19800922,0000,72236
19800923,0000,72050
19800924,0000,71864
19800925,0000,71864
19800926,0000,71679
19800927,0000,71679
19800928,0000,71679
19800929,0000,71864
19800930,0000,71864
19801001,0000,72050
19801002,0000,72050
19801003,0000,72050
19801004,0000,72050
19801005,0000,73354
19801006,0000,74103
19801007,0000,73915
19801008,0000,73915
19801009,0000,73915
19801010,0000,73915
19801011,0000,73915
19801012,0000,73915
19801013,0000,73728
19801014,0000,73915
19801015,0000,73915
19801016,0000,73728
19801017,0000,73728
19801018,0000,73541
19801019,0000,73541
19801020,0000,73354
19801021,0000,73354
19801022,0000,73354
19801023,0000,73298
19801024,0000,73260
19801025,0000,73185
19801026,0000,73092
19801027,0000,73017
19801028,0000,72999
19801029,0000,72961
19801030,0000,72961
19801031,0000,72980
19801101,0000,72980
19801102,0000,72906
19801103,0000,72831
19801104,0000,72775
19801105,0000,72701
19801106,0000,72663
19801107,0000,72570
19801108,0000,72552
19801109,0000,72570
19801110,0000,72514
19801111,0000,72440
19801112,0000,72366
19801113,0000,72291
19801114,0000,72198
19801115,0000,72161
19801116,0000,72663
19801117,0000,72831
19801118,0000,73242
19801119,0000,73578
19801120,0000,73728
19801121,0000,73953
19801122,0000,74573
19801123,0000,75573
19801124,0000,76161
19801125,0000,77285
19801126,0000,78165
19801127,0000,78838
19801128,0000,79571
19801129,0000,80249
19801130,0000,81221
19801201,0000,82197
19801202,0000,83139
19801203,0000,84105
19801204,0000,84956
19801205,0000,85631
19801206,0000,86547
19801207,0000,87448
19801208,0000,87428
19801209,0000,87428
19801210,0000,87387
19801211,0000,87387
19801212,0000,87508
19801213,0000,87628
19801214,0000,87768
19801215,0000,88392
19801216,0000,88976
19801217,0000,89906
19801218,0000,90819
19801219,0000,91715
19801220,0000,92798
19801221,0000,93886
19801222,0000,94566
19801223,0000,95061
19801224,0000,95620
19801225,0000,96221
19801226,0000,96823
19801227,0000,97614
19801228,0000,98575
19801229,0000,99162
19801230,0000,99623
19801231,0000,100212
19810101,0000,100760
19810102,0000,101350
19810103,0000,101794
19810104,0000,102535
19810105,0000,103236
19810106,0000,103938
19810107,0000,104279
19810108,0000,105026
19810109,0000,105817
19810110,0000,106632
19810111,0000,107388
19810112,0000,107216
19810113,0000,107000
19810114,0000,106957
19810115,0000,107431
19810116,0000,107841
19810117,0000,108057
19810118,0000,108014
19810119,0000,108575
19810120,0000,109422
19810121,0000,110313
19810122,0000,111228
19810123,0000,112058
19810124,0000,112957
19810125,0000,113835
19810126,0000,114717
19810127,0000,115534
19810128,0000,116554
19810129,0000,117287
19810130,0000,118223
19810131,0000,119184
19810201,0000,120192
19810202,0000,120777
19810203,0000,121227
19810204,0000,121227
19810205,0000,121452
19810206,0000,121723
19810207,0000,121971
19810208,0000,122423
19810209,0000,122989
19810210,0000,123442
19810211,0000,123874
19810212,0000,124374
19810213,0000,124784
19810214,0000,125058
19810215,0000,125286
19810216,0000,125240
19810217,0000,125035
19810218,0000,124852
19810219,0000,124670
19810220,0000,124510
19810221,0000,124192
19810222,0000,123987
19810223,0000,123737
19810224,0000,123465
19810225,0000,123715
19810226,0000,123919
19810227,0000,124124
19810228,0000,123828
19810301,0000,123964
19810302,0000,123783
19810303,0000,123465
19810304,0000,123125
19810305,0000,122853
19810306,0000,122513
19810307,0000,122220
19810308,0000,121948
19810309,0000,121745
19810310,0000,121587
19810311,0000,121430
19810312,0000,121249
19810313,0000,121024
19810314,0000,120867
19810315,0000,120732
19810316,0000,120552
19810317,0000,120439
19810318,0000,120237
19810319,0000,120080
19810320,0000,120709
19810321,0000,120979
19810322,0000,120822
19810323,0000,121385
19810324,0000,121971
19810325,0000,122536
19810326,0000,122989
19810327,0000,123556
19810328,0000,123805
19810329,0000,123624
19810330,0000,124214
19810331,0000,124442
19810401,0000,124647
19810402,0000,124761
19810403,0000,124875
19810404,0000,124807
19810405,0000,124556
19810406,0000,124579
19810407,0000,124784
19810408,0000,125172
19810409,0000,125309
19810410,0000,125469
19810411,0000,125537
19810412,0000,125172
19810413,0000,125446
19810414,0000,125400
19810415,0000,124944
19810416,0000,124487
19810417,0000,123964
19810418,0000,123465
19810419,0000,123011
19810420,0000,122536
19810421,0000,122107
19810422,0000,121610
19810423,0000,121249
19810424,0000,120934
19810425,0000,120597
19810426,0000,120192
19810427,0000,119878
19810428,0000,119519
19810429,0000,119094
19810430,0000,118580
19810501,0000,118089
19810502,0000,117621
19810503,0000,117153
19810504,0000,116665
19810505,0000,115977
19810506,0000,115247
19810507,0000,114562
19810508,0000,113835
19810509,0000,113176
19810510,0000,112474
19810511,0000,111861
19810512,0000,111206
19810513,0000,110530
19810514,0000,109921
19810515,0000,109226
19810516,0000,108533
19810517,0000,107928
19810518,0000,107345
19810519,0000,106850
19810520,0000,106332
19810521,0000,105860
19810522,0000,105346
19810523,0000,104876
19810524,0000,104385
19810525,0000,103895
19810526,0000,103385
19810527,0000,102938
19810528,0000,102429
19810529,0000,101921
19810530,0000,101435
19810531,0000,100928
19810601,0000,100359
19810602,0000,99854
19810603,0000,99351
19810604,0000,98847
19810605,0000,98345
19810606,0000,97802
19810607,0000,97302
19810608,0000,96782
19810609,0000,96262
19810610,0000,95682
19810611,0000,95123
19810612,0000,94422
19810613,0000,93804
19810614,0000,93106
19810615,0000,92471
19810616,0000,91878
19810617,0000,91307
19810618,0000,90647
19810619,0000,90088
19810620,0000,89461
19810621,0000,88875
19810622,0000,88271
19810623,0000,87668
19810624,0000,86967
19810625,0000,86288
19810626,0000,85551
19810627,0000,84837
19810628,0000,84105
19810629,0000,83355
19810630,0000,82570
19810701,0000,81845
19810702,0000,81104
19810703,0000,80404
19810704,0000,79687
19810705,0000,78954
19810706,0000,78242
19810707,0000,77591
19810708,0000,76865
19810709,0000,76142
19810710,0000,75441
19810711,0000,74705
19810712,0000,74009
19810713,0000,73298
19810714,0000,72589
19810715,0000,71864
19810716,0000,71235
19810717,0000,71014
19810718,0000,70756
19810719,0000,70664
19810720,0000,70664
19810721,0000,70664
19810722,0000,70462
19810723,0000,70241
19810724,0000,70021
19810725,0000,69563
19810726,0000,68850
19810727,0000,68506
19810728,0000,68434
19810729,0000,67964
19810730,0000,67802
19810731,0000,67676
19810801,0000,67065
19810802,0000,66350
19810803,0000,66332
19810804,0000,66314
19810805,0000,66743
19810806,0000,67173
19810807,0000,67568
19810808,0000,68000
19810809,0000,68415
19810810,0000,68759
19810811,0000,69071
19810812,0000,68925
19810813,0000,68705
19810814,0000,68705
19810815,0000,68705
19810816,0000,68705
19810817,0000,68868
19810818,0000,68868
19810819,0000,68925
19810820,0000,68741
19810821,0000,68633
19810822,0000,68633
19810823,0000,68633
19810824,0000,68633
19810825,0000,68633
19810826,0000,68778
19810827,0000,68886
19810828,0000,68905
19810829,0000,68868
19810830,0000,68651
19810831,0000,68651
19810901,0000,68633
19810902,0000,68886
19810903,0000,69089
19810904,0000,69490
19810905,0000,70480
19810906,0000,71476
19810907,0000,72477
19810908,0000,73129
19810909,0000,73073
19810910,0000,72924
19810911,0000,72831
19810912,0000,72719
19810913,0000,72645
19810914,0000,72533
19810915,0000,72459
19810916,0000,73017
19810917,0000,72980
19810918,0000,72943
19810919,0000,72850
19810920,0000,72775
19810921,0000,72682
19810922,0000,72589
19810923,0000,72496
19810924,0000,72366
19810925,0000,72291
19810926,0000,72217
19810927,0000,72143
19810928,0000,72050
19810929,0000,71939
19810930,0000,71846
19811001,0000,71772
19811002,0000,71679
19811003,0000,71587
19811004,0000,71513
19811005,0000,71420
19811006,0000,71365
19811007,0000,71272
19811008,0000,71162
19811009,0000,71088
19811010,0000,70977
19811011,0000,70867
19811012,0000,70756
19811013,0000,70664
19811014,0000,70572
19811015,0000,70462
19811016,0000,70388
19811017,0000,70296
19811018,0000,70223
19811019,0000,70168
19811020,0000,70094
19811021,0000,70003
19811022,0000,69911
19811023,0000,69875
19811024,0000,69801
19811025,0000,69875
19811026,0000,69875
19811027,0000,69875
19811028,0000,69655
19811029,0000,69144
19811030,0000,69052
19811031,0000,68961
19811101,0000,68705
19811102,0000,68578
19811103,0000,68379
19811104,0000,68361
19811105,0000,68199
19811106,0000,68126
19811107,0000,68054
19811108,0000,68036
19811109,0000,67964
19811110,0000,68415
19811111,0000,68814
19811112,0000,69308
19811113,0000,68778
19811114,0000,69436
19811115,0000,69363
19811116,0000,69308
19811117,0000,68998
19811118,0000,69071
19811119,0000,69052
19811120,0000,69071
19811121,0000,69125
19811122,0000,69344
19811123,0000,69472
19811124,0000,69417
19811125,0000,69637
19811126,0000,69801
19811127,0000,70039
19811128,0000,70205
19811129,0000,70443
19811130,0000,70774
19811201,0000,72031
19811202,0000,73223
19811203,0000,74385
19811204,0000,75101
19811205,0000,76180
19811206,0000,76732
19811207,0000,77132
19811208,0000,77476
19811209,0000,77897
19811210,0000,77955
19811211,0000,78300
19811212,0000,78185
19811213,0000,77591
19811214,0000,77706
19811215,0000,77552
19811216,0000,77667
19811217,0000,77974
19811218,0000,77935
19811219,0000,77667
19811220,0000,76960
19811221,0000,76941
19811222,0000,76808
19811223,0000,76789
19811224,0000,76751
19811225,0000,76884
19811226,0000,76636
19811227,0000,75933
19811228,0000,75858
19811229,0000,75744
19811230,0000,75763
19811231,0000,76199
19820101,0000,76751
19820102,0000,77380
19820103,0000,77476
19820104,0000,77132
19820105,0000,76846
19820106,0000,76503
19820107,0000,76085
19820108,0000,75649
19820109,0000,75290
19820110,0000,74931
19820111,0000,74611
19820112,0000,74235
19820113,0000,73878
19820114,0000,73541
19820115,0000,73185
19820116,0000,73803
19820117,0000,74686
19820118,0000,75573
19820119,0000,76446
19820120,0000,77457
19820121,0000,78377
19820122,0000,79204
19820123,0000,80055
19820124,0000,80948
19820125,0000,81845
19820126,0000,82668
19820127,0000,83552
19820128,0000,84480
19820129,0000,85313
19820130,0000,86168
19820131,0000,87047
19820201,0000,87929
19820202,0000,88714
19820203,0000,89622
19820204,0000,90494
19820205,0000,91388
19820206,0000,92205
19820207,0000,93044
19820208,0000,93968
19820209,0000,94813
19820210,0000,95806
19820211,0000,96678
19820212,0000,97552
19820213,0000,98471
19820214,0000,99267
19820215,0000,100191
19820216,0000,101076
19820217,0000,101879
19820218,0000,102747
19820219,0000,103619
19820220,0000,104535
19820221,0000,105453
19820222,0000,106246
19820223,0000,107108
19820224,0000,107949
19820225,0000,108750
19820226,0000,109574
19820227,0000,110443
19820228,0000,111337
19820301,0000,112168
19820302,0000,112957
19820303,0000,113769
19820304,0000,114629
19820305,0000,115380
19820306,0000,116154
19820307,0000,116953
19820308,0000,117665
19820309,0000,118334
19820310,0000,119027
19820311,0000,119676
19820312,0000,120327
19820313,0000,121002
19820314,0000,121858
19820315,0000,122536
19820316,0000,123034
19820317,0000,124214
19820318,0000,124944
19820319,0000,125766
19820320,0000,126589
19820321,0000,126681
19820322,0000,126612
19820323,0000,126681
19820324,0000,126315
19820325,0000,125629
19820326,0000,125309
19820327,0000,125035
19820328,0000,124715
19820329,0000,124510
19820330,0000,124374
19820331,0000,124192
19820401,0000,124533
19820402,0000,124328
19820403,0000,124328
19820404,0000,124328
19820405,0000,124328
19820406,0000,124328
19820407,0000,124328
19820408,0000,125537
19820409,0000,126063
19820410,0000,126589
19820411,0000,127139
19820412,0000,127644
19820413,0000,127736
19820414,0000,127484
19820415,0000,126910
19820416,0000,126589
19820417,0000,126292
19820418,0000,125972
19820419,0000,125926
19820420,0000,125354
19820421,0000,124944
19820422,0000,124624
19820423,0000,124328
19820424,0000,123964
19820425,0000,123646
19820426,0000,123510
19820427,0000,123079
19820428,0000,122785
19820429,0000,122536
19820430,0000,122355
19820501,0000,122107
19820502,0000,121881
19820503,0000,121610
19820504,0000,121475
19820505,0000,121272
19820506,0000,121069
19820507,0000,120844
19820508,0000,120574
19820509,0000,120282
19820510,0000,120035
19820511,0000,119856
19820512,0000,119721
19820513,0000,119519
19820514,0000,119318
19820515,0000,119027
19820516,0000,118870
19820517,0000,118602
19820518,0000,118357
19820519,0000,118156
19820520,0000,117799
19820521,0000,117265
19820522,0000,116709
19820523,0000,116243
19820524,0000,115711
19820525,0000,115225
19820526,0000,114607
19820527,0000,114122
19820528,0000,113550
19820529,0000,112715
19820530,0000,111927
19820531,0000,111119
19820601,0000,110247
19820602,0000,109465
19820603,0000,108641
19820604,0000,107820
19820605,0000,107065
19820606,0000,106203
19820607,0000,105368
19820608,0000,104641
19820609,0000,103682
19820610,0000,102684
19820611,0000,101921
19820612,0000,100886
19820613,0000,99833
19820614,0000,98889
19820615,0000,97865
19820616,0000,97073
19820617,0000,96470
19820618,0000,96221
19820619,0000,96096
19820620,0000,95993
19820621,0000,95930
19820622,0000,95868
19820623,0000,95765
19820624,0000,95682
19820625,0000,95682
19820626,0000,95889
19820627,0000,95889
19820628,0000,95640
19820629,0000,95351
19820630,0000,94999
19820701,0000,94669
19820702,0000,94360
19820703,0000,94051
19820704,0000,93680
19820705,0000,93311
19820706,0000,93003
19820707,0000,92675
19820708,0000,92348
19820709,0000,92062
19820710,0000,91715
19820711,0000,91368
19820712,0000,91063
19820713,0000,90717
19820714,0000,89784
19820715,0000,89218
19820716,0000,89016
19820717,0000,88633
19820718,0000,88392
19820719,0000,88190
19820720,0000,87849
19820721,0000,87508
19820722,0000,87227
19820723,0000,87047
19820724,0000,86787
19820725,0000,86567
19820726,0000,86368
19820727,0000,86148
19820728,0000,85969
19820729,0000,85750
19820730,0000,85531
19820731,0000,85273
19820801,0000,85075
19820802,0000,84856
19820803,0000,84658
19820804,0000,84480
19820805,0000,84362
19820806,0000,84282
19820807,0000,84243
19820808,0000,84144
19820809,0000,83947
19820810,0000,83907
19820811,0000,82609
19820812,0000,82432
19820813,0000,82354
19820814,0000,80890
19820815,0000,81669
19820816,0000,81513
19820817,0000,80987
19820818,0000,80909
19820819,0000,80657
19820820,0000,80462
19820821,0000,80210
19820822,0000,80016
19820823,0000,79784
19820824,0000,79494
19820825,0000,79320
19820826,0000,79127
19820827,0000,78896
19820828,0000,78981
19820829,0000,78588
19820830,0000,78530
19820831,0000,78973
19820901,0000,79031
19820902,0000,79166
19820903,0000,79243
19820904,0000,79204
19820905,0000,79340
19820906,0000,79397
19820907,0000,79340
19820908,0000,79359
19820909,0000,79475
19820910,0000,79378
19820911,0000,79359
19820912,0000,79340
19820913,0000,79204
19820914,0000,79127
19820915,0000,79089
19820916,0000,79012
19820917,0000,78761
19820918,0000,78704
19820919,0000,78704
19820920,0000,78646
19820921,0000,78704
19820922,0000,78973
19820923,0000,79262
19820924,0000,79455
19820925,0000,79629
19820926,0000,79842
19820927,0000,79997
19820928,0000,80210
19820929,0000,80559
19820930,0000,81143
19821001,0000,81650
19821002,0000,82197
19821003,0000,82746
19821004,0000,83237
19821005,0000,83769
19821006,0000,84302
19821007,0000,84856
19821008,0000,85273
19821009,0000,85670
19821010,0000,85810
19821011,0000,85929
19821012,0000,85929
19821013,0000,85929
19821014,0000,85869
19821015,0000,85690
19821016,0000,85492
19821017,0000,85352
19821018,0000,85313
19821019,0000,85810
19821020,0000,86268
19821021,0000,86448
19821022,0000,86388
19821023,0000,86388
19821024,0000,86368
19821025,0000,86168
19821026,0000,86128
19821027,0000,86248
19821028,0000,86408
19821029,0000,86547
19821030,0000,87047
19821031,0000,88210
19821101,0000,89258
19821102,0000,90291
19821103,0000,91185
19821104,0000,92000
19821105,0000,92286
19821106,0000,92573
19821107,0000,92921
19821108,0000,93311
19821109,0000,94030
19821110,0000,94772
19821111,0000,95413
19821112,0000,96117
19821113,0000,96990
19821114,0000,97823
19821115,0000,98680
19821116,0000,99497
19821117,0000,100275
19821118,0000,101097
19821119,0000,101963
19821120,0000,102769
19821121,0000,103619
19821122,0000,104492
19821123,0000,105175
19821124,0000,105967
19821125,0000,106804
19821126,0000,107626
19821127,0000,108468
19821128,0000,109335
19821129,0000,109682
19821130,0000,109856
19821201,0000,109704
19821202,0000,110073
19821203,0000,110966
19821204,0000,110966
19821205,0000,111599
19821206,0000,112452
19821207,0000,112606
19821208,0000,113484
19821209,0000,114078
19821210,0000,114496
19821211,0000,114893
19821212,0000,114871
19821213,0000,114607
19821214,0000,114562
19821215,0000,115402
19821216,0000,115977
19821217,0000,116953
19821218,0000,117933
19821219,0000,118915
19821220,0000,119833
19821221,0000,120058
19821222,0000,120484
19821223,0000,120709
19821224,0000,120709
19821225,0000,120709
19821226,0000,120709
19821227,0000,120709
19821228,0000,120642
19821229,0000,120642
19821230,0000,120642
19821231,0000,120642
19830101,0000,120552
19830102,0000,120507
19830103,0000,120507
19830104,0000,120417
19830105,0000,120417
19830106,0000,120394
19830107,0000,120350
19830108,0000,120350
19830109,0000,120350
19830110,0000,120282
19830111,0000,120282
19830112,0000,120282
19830113,0000,120280
19830114,0000,120282
19830115,0000,120215
19830116,0000,120215
19830117,0000,120192
19830118,0000,120192
19830119,0000,120192
19830120,0000,120103
19830121,0000,120035
19830122,0000,120035
19830123,0000,120035
19830124,0000,120035
19830125,0000,120035
19830126,0000,120080
19830127,0000,120192
19830128,0000,120754
19830129,0000,121137
19830130,0000,121137
19830131,0000,121092
19830201,0000,121182
19830202,0000,121114
19830203,0000,120867
19830204,0000,120552
19830205,0000,120305
19830206,0000,120103
19830207,0000,119990
19830208,0000,119990
19830209,0000,119990
19830210,0000,119990
19830211,0000,119990
19830212,0000,120350
19830213,0000,120215
19830214,0000,120103
19830215,0000,120035
19830216,0000,119968
19830217,0000,119901
19830218,0000,119744
19830219,0000,119363
19830220,0000,119027
19830221,0000,119005
19830222,0000,118982
19830223,0000,119005
19830224,0000,118982
19830225,0000,118893
19830226,0000,119027
19830227,0000,118803
19830228,0000,118692
19830301,0000,118960
19830302,0000,118960
19830303,0000,118960
19830304,0000,118960
19830305,0000,118960
19830306,0000,118960
19830307,0000,121069
19830308,0000,121948
19830309,0000,121903
19830310,0000,121903
19830311,0000,122830
19830312,0000,123760
19830313,0000,124465
19830314,0000,125332
19830315,0000,126360
19830316,0000,126635
19830317,0000,126819
19830318,0000,126933
19830319,0000,126796
19830320,0000,126704
19830321,0000,126681
19830322,0000,126658
19830323,0000,126567
19830324,0000,126612
19830325,0000,126635
19830326,0000,126498
19830327,0000,126383
19830328,0000,126315
19830329,0000,126360
19830330,0000,126338
19830331,0000,126452
19830401,0000,126406
19830402,0000,126360
19830403,0000,126246
19830404,0000,126223
19830405,0000,126155
19830406,0000,126109
19830407,0000,126086
19830408,0000,126068
19830409,0000,126017
19830410,0000,125972
19830411,0000,125880
19830412,0000,125880
19830413,0000,125857
19830414,0000,125834
19830415,0000,125857
19830416,0000,125834
19830417,0000,125811
19830418,0000,125811
19830419,0000,125789
19830420,0000,125857
19830421,0000,125926
19830422,0000,125857
19830423,0000,125857
19830424,0000,125811
19830425,0000,125743
19830426,0000,125697
19830427,0000,125697
19830428,0000,125697
19830429,0000,125743
19830430,0000,125789
19830501,0000,125743
19830502,0000,125743
19830503,0000,125674
19830504,0000,125697
19830505,0000,125697
19830506,0000,125606
19830507,0000,125606
19830508,0000,125560
19830509,0000,125537
19830510,0000,125469
19830511,0000,125217
19830512,0000,125126
19830513,0000,125332
19830514,0000,125332
19830515,0000,125332
19830516,0000,125263
19830517,0000,125103
19830518,0000,124556
19830519,0000,124283
19830520,0000,124283
19830521,0000,124283
19830522,0000,123374
19830523,0000,122785
19830524,0000,122355
19830525,0000,121926
19830526,0000,121430
19830527,0000,120889
19830528,0000,120215
19830529,0000,119452
19830530,0000,119072
19830531,0000,118468
19830601,0000,118178
19830602,0000,117732
19830603,0000,117287
19830604,0000,116709
19830605,0000,116110
19830606,0000,115822
19830607,0000,115468
19830608,0000,115114
19830609,0000,114783
19830610,0000,114320
19830611,0000,113725
19830612,0000,113110
19830613,0000,112693
19830614,0000,112452
19830615,0000,112365
19830616,0000,112365
19830617,0000,112365
19830618,0000,112321
19830619,0000,112233
19830620,0000,112189
19830621,0000,112102
19830622,0000,112058
19830623,0000,112014
19830624,0000,111927
19830625,0000,111883
19830626,0000,111839
19830627,0000,111774
19830628,0000,111708
19830629,0000,111665
19830630,0000,111665
19830701,0000,111599
19830702,0000,111599
19830703,0000,111599
19830704,0000,111533
19830705,0000,111468
19830706,0000,111468
19830707,0000,111424
19830708,0000,111359
19830709,0000,111315
19830710,0000,111271
19830711,0000,111250
19830712,0000,111206
19830713,0000,111141
19830714,0000,111075
19830715,0000,111010
19830716,0000,110966
19830717,0000,110944
19830718,0000,110944
19830719,0000,110813
19830720,0000,110770
19830721,0000,110704
19830722,0000,110661
19830723,0000,110596
19830724,0000,110530
19830725,0000,110465
19830726,0000,109530
19830727,0000,108858
19830728,0000,108836
19830729,0000,108815
19830730,0000,108793
19830731,0000,108793
19830801,0000,108793
19830802,0000,108750
19830803,0000,108706
19830804,0000,108663
19830805,0000,108641
19830806,0000,108576
19830807,0000,108988
19830808,0000,108945
19830809,0000,108945
19830810,0000,108945
19830811,0000,108880
19830812,0000,108880
19830813,0000,108728
19830814,0000,108533
19830815,0000,108511
19830816,0000,108511
19830817,0000,108447
19830818,0000,107928
19830819,0000,108771
19830820,0000,108771
19830821,0000,108685
19830822,0000,108706
19830823,0000,108663
19830824,0000,109031
19830825,0000,109465
19830826,0000,109899
19830827,0000,110334
19830828,0000,110748
19830829,0000,111162
19830830,0000,111512
19830831,0000,111927
19830901,0000,113066
19830902,0000,114122
19830903,0000,115159
19830904,0000,116221
19830905,0000,117020
19830906,0000,118156
19830907,0000,119005
19830908,0000,120080
19830909,0000,121159
19830910,0000,121385
19830911,0000,123283
19830912,0000,124283
19830913,0000,125309
19830914,0000,126292
19830915,0000,126727
19830916,0000,126704
19830917,0000,126681
19830918,0000,126704
19830919,0000,126658
19830920,0000,126544
19830921,0000,126544
19830922,0000,126521
19830923,0000,126452
19830924,0000,126406
19830925,0000,126338
19830926,0000,126292
