26900,PST,'RESERVOIR ELEVATION (feet)'
20151018,0000,1546.80
20151019,0000,1546.80
20151020,0000,1546.80
20151021,0000,1546.80
20151022,0000,1546.82
20151023,0000,1546.70
20151024,0000,1546.70
20151025,0000,1546.70
20151026,0000,1546.70
20151027,0000,1546.70
20151028,0000,1546.70
20151029,0000,1546.70
20151030,0000,1546.70
20151031,0000,1546.70
20151101,0000,1546.70
20151102,0000,1546.70
20151103,0000,1546.70
20151104,0000,1546.70
20151105,0000,1546.70
20151106,0000,1546.70
20151107,0000,1546.70
20151108,0000,1546.70
20151109,0000,1546.70
20151110,0000,1546.70
20151111,0000,1546.70
20151112,0000,1546.50
20151113,0000,1546.60
20151114,0000,1546.60
20151115,0000,1546.60
20151116,0000,1546.60
20151117,0000,1546.60
20151118,0000,1546.60
20151119,0000,1546.50
20151120,0000,1546.50
20151121,0000,1546.50
20151122,0000,1546.50
20151123,0000,1546.50
20151124,0000,1546.50
20151125,0000,1546.50
20151126,0000,1546.50
20151127,0000,1546.50
20151128,0000,1546.50
20151129,0000,1546.50
20151130,0000,1546.50
20151201,0000,1546.52
20151202,0000,1546.50
20151203,0000,1546.50
20151204,0000,1546.50
20151205,0000,1546.50
20151206,0000,1546.50
20151207,0000,1546.50
20151208,0000,1546.50
20151209,0000,1546.50
20151210,0000,1546.50
20151211,0000,1546.50
20151212,0000,1546.40
20151213,0000,1546.40
20151214,0000,1546.40
20151215,0000,1546.50
20151216,0000,1546.50
20151217,0000,1546.50
20151218,0000,1546.50
20151219,0000,1546.50
20151220,0000,1546.50
20151221,0000,1546.50
20151222,0000,1546.50
20151223,0000,1546.50
20151224,0000,1546.60
20151225,0000,1546.60
20151226,0000,1546.60
20151227,0000,1546.50
20151228,0000,1546.60
20151229,0000,1546.60
20151230,0000,1546.60
20151231,0000,1546.50
20160101,0000,1546.50
20160102,0000,1546.50
20160103,0000,1546.50
20160104,0000,1546.87
20160105,0000,1547.08
20160106,0000,1547.22
20160107,0000,1547.39
20160108,0000,1547.39
20160109,0000,1547.35
20160110,0000,1547.26
20160111,0000,1547.35
20160112,0000,1547.36
20160113,0000,1547.41
20160114,0000,1547.40
20160115,0000,1547.38
20160116,0000,1547.37
20160117,0000,1547.35
20160118,0000,1547.40
20160119,0000,1547.41
20160120,0000,1547.36
20160121,0000,1547.30
20160122,0000,1547.41
20160123,0000,1547.37
20160124,0000,1547.39
20160125,0000,1547.33
20160126,0000,1547.32
20160127,0000,1547.35
20160128,0000,1547.33
20160129,0000,1547.32
20160130,0000,1547.28
20160131,0000,1547.10
20160201,0000,1547.20
20160202,0000,1547.32
20160203,0000,1547.18
20160204,0000,1547.14
20160205,0000,1547.00
20160206,0000,1546.99
20160207,0000,1546.96
20160208,0000,1546.96
20160209,0000,1546.94
20160210,0000,1546.86
20160211,0000,1546.85
20160212,0000,1546.73
20160213,0000,1546.68
20160214,0000,1546.59
20160215,0000,1546.52
20160216,0000,1546.42
20160217,0000,1546.28
20160218,0000,1546.37
20160219,0000,1546.33
20160220,0000,1546.27
20160221,0000,1546.21
20160222,0000,1546.13
20160223,0000,1545.82
20160224,0000,1545.83
20160225,0000,1545.84
20160226,0000,1545.73
20160227,0000,1545.67
20160228,0000,1545.63
20160229,0000,1545.60
20160301,0000,1545.56
20160302,0000,1545.57
20160303,0000,1545.58
20160304,0000,1545.58
20160305,0000,1545.58
20160306,0000,1545.61
20160307,0000,1545.63
20160308,0000,1545.57
20160309,0000,1545.58
20160310,0000,1545.57
20160311,0000,1545.59
20160312,0000,1545.56
20160313,0000,1545.56
20160314,0000,1545.57
20160315,0000,1545.49
20160316,0000,1545.45
20160317,0000,1545.48
20160318,0000,1545.55
20160319,0000,1545.69
20160320,0000,1545.85
20160321,0000,1545.95
20160322,0000,1546.05
20160323,0000,1546.33
20160324,0000,1546.58
20160325,0000,1546.76
20160326,0000,1547.01
20160327,0000,1547.12
20160328,0000,1547.18
20160329,0000,1547.19
20160330,0000,1547.20
20160331,0000,1547.21
20160401,0000,1547.18
20160402,0000,1547.20
20160403,0000,1547.19
20160404,0000,1547.20
20160405,0000,1547.16
20160406,0000,1547.15
20160407,0000,1547.17
20160408,0000,1547.24
20160409,0000,1547.23
20160410,0000,1547.27
20160411,0000,1547.27
20160412,0000,1547.30
20160413,0000,1547.13
20160414,0000,1547.29
20160415,0000,1547.11
20160416,0000,1547.26
20160417,0000,1547.22
20160418,0000,1547.20
20160419,0000,1547.20
20160420,0000,1547.17
20160421,0000,1547.16
20160422,0000,1547.18
20160423,0000,1547.18
20160424,0000,1547.15
20160425,0000,1547.18
20160426,0000,1547.11
20160427,0000,1547.11
20160428,0000,1547.18
20160429,0000,1547.10
20160430,0000,1547.10
20160501,0000,1547.08
20160502,0000,1547.07
20160503,0000,1547.06
20160504,0000,1547.06
20160505,0000,1546.97
20160506,0000,1547.07
20160507,0000,1547.08
20160508,0000,1546.97
20160509,0000,1547.00
20160510,0000,1546.90
20160511,0000,1546.90
20160512,0000,1546.84
20160513,0000,1546.82
20160514,0000,1546.82
20160515,0000,1546.78
20160516,0000,1546.61
20160517,0000,1546.64
20160518,0000,1546.57
20160519,0000,1546.55
20160520,0000,1546.42
20160521,0000,1546.28
20160522,0000,1546.21
20160523,0000,1546.13
20160524,0000,1546.06
20160525,0000,1545.94
20160526,0000,1545.88
20160527,0000,1545.77
20160528,0000,1545.58
20160529,0000,1545.41
20160530,0000,1545.41
20160531,0000,1545.34
20160601,0000,1545.20
20160602,0000,1545.12
20160603,0000,1544.97
20160604,0000,1544.83
20160605,0000,1544.72
20160606,0000,1544.50
20160607,0000,1544.52
20160608,0000,1544.51
20160609,0000,1544.47
20160610,0000,1544.45
20160611,0000,1544.66
20160612,0000,1544.85
20160613,0000,1544.80
20160614,0000,1545.21
20160615,0000,1545.56
20160616,0000,1545.89
20160617,0000,1546.40
20160618,0000,1546.84
20160619,0000,1547.13
20160620,0000,1547.55
20160621,0000,1547.84
20160622,0000,1548.19
20160623,0000,1548.25
20160624,0000,1548.17
20160625,0000,1548.24
20160626,0000,1548.21
20160627,0000,1548.22
20160628,0000,1548.25
20160629,0000,1548.21
20160630,0000,1548.22
20160701,0000,1548.88
20160702,0000,1548.08
20160703,0000,1548.12
20160704,0000,1548.10
20160705,0000,1548.08
20160706,0000,1548.11
20160707,0000,1548.10
20160708,0000,1548.05
20160709,0000,1548.11
20160710,0000,1548.20
20160711,0000,1548.18
20160712,0000,1548.13
20160713,0000,1548.14
20160714,0000,1548.04
20160715,0000,1548.16
20160716,0000,1548.08
20160717,0000,1548.12
20160718,0000,1548.14
20160719,0000,1548.07
20160720,0000,1548.08
20160721,0000,1548.03
20160722,0000,1547.89
20160723,0000,1547.74
20160724,0000,1547.50
20160725,0000,1547.37
20160726,0000,1547.31
20160727,0000,1547.31
20160728,0000,1547.30
20160729,0000,1547.21
20160730,0000,1547.26
20160731,0000,1547.26
20160801,0000,1547.42
20160802,0000,1547.60
20160803,0000,1547.44
20160804,0000,1547.50
20160805,0000,1547.60
20160806,0000,1547.46
20160807,0000,1547.55
20160808,0000,1547.58
20160809,0000,1547.68
20160810,0000,1547.69
20160811,0000,1547.65
20160812,0000,1547.71
20160813,0000,1547.65
20160814,0000,1547.76
20160815,0000,1547.80
20160816,0000,1547.64
20160817,0000,1547.69
20160818,0000,1547.73
20160819,0000,1547.63
20160820,0000,1547.65
20160821,0000,1547.66
20160822,0000,1547.64
20160823,0000,1547.66
20160824,0000,1547.62
20160825,0000,1547.64
20160826,0000,1547.44
20160827,0000,1547.58
20160828,0000,1547.64
20160829,0000,1547.60
20160830,0000,1547.55
20160831,0000,1547.58
20160901,0000,1547.56
20160902,0000,1547.64
20160903,0000,1547.64
20160904,0000,1547.65
20160905,0000,1547.63
20160906,0000,1547.65
20160907,0000,1547.64
20160908,0000,1547.63
20160909,0000,1547.69
20160910,0000,1547.72
20160911,0000,1547.74
20160912,0000,1547.76
20160913,0000,1547.68
20160914,0000,1547.76
20160915,0000,1547.76
20160916,0000,1547.77
20160917,0000,1547.78
20160918,0000,1547.75
20160919,0000,1547.75
20160920,0000,1547.76
20160921,0000,1547.75
20160922,0000,1547.77
20160923,0000,1547.76
20160924,0000,1547.80
20160925,0000,1547.80
20160926,0000,1547.80
20160927,0000,1547.77
20160928,0000,1547.76
20160929,0000,1547.78
20160930,0000,1547.81
20161001,0000,1547.81
20161002,0000,1547.80
20161003,0000,1547.84
20161004,0000,1547.82
20161005,0000,1547.81
20161006,0000,1547.85
20161007,0000,1547.85
20161008,0000,1547.90
20161009,0000,1547.91
20161010,0000,1547.93
20161011,0000,1547.91
20161012,0000,1547.90
20161013,0000,1547.90
20161014,0000,1547.91
20161015,0000,1547.77
20161016,0000,1547.64
20161017,0000,1547.89
20161018,0000,1547.93
20161019,0000,1547.70
20161020,0000,1547.77
20161021,0000,1547.91
20161022,0000,1547.89
20161023,0000,1547.93
20161024,0000,1547.95
20161025,0000,1547.93
20161026,0000,1547.98
20161027,0000,1548.06
20161028,0000,1547.99
20161029,0000,1548.01
20161030,0000,1548.01
20161031,0000,1548.01
20161101,0000,1548.03
20161102,0000,1548.04
20161103,0000,1548.05
20161104,0000,1548.03
20161105,0000,1548.00
20161106,0000,1548.00
20161107,0000,1548.08
20161108,0000,1548.03
20161109,0000,1548.03
20161110,0000,1548.00
20161111,0000,1547.96
20161112,0000,1547.92
20161113,0000,1547.97
20161114,0000,1547.94
20161115,0000,1547.99
20161116,0000,1547.96
20161117,0000,1547.86
20161118,0000,1547.97
20161119,0000,1547.98
20161120,0000,1547.96
20161121,0000,1548.05
20161122,0000,1548.14
20161123,0000,1548.26
20161124,0000,1548.34
20161125,0000,1548.39
20161126,0000,1548.46
20161127,0000,1548.50
20161128,0000,1548.58
20161129,0000,1548.55
20161130,0000,1548.58
20161201,0000,1548.50
20161202,0000,1548.37
20161203,0000,1548.46
20161204,0000,1548.45
20161205,0000,1548.44
20161206,0000,1548.41
20161207,0000,1548.40
20161208,0000,1548.42
20161209,0000,1548.42
20161210,0000,1548.43
20161211,0000,1548.38
20161212,0000,1548.35
20161213,0000,1548.39
20161214,0000,1548.42
20161215,0000,1548.41
20161216,0000,1548.37
20161217,0000,1548.37
20161218,0000,1548.27
20161219,0000,1548.24
20161220,0000,1548.25
20161221,0000,1548.39
20161222,0000,1548.50
20161223,0000,1548.57
20161224,0000,1548.60
20161225,0000,1548.56
20161226,0000,1548.32
20161227,0000,1548.44
20161228,0000,1548.48
20161229,0000,1548.42
20161230,0000,1548.51
20161231,0000,1548.49
20170101,0000,1548.54
20170102,0000,1548.53
20170103,0000,1548.48
20170104,0000,1548.45
20170105,0000,1548.45
20170106,0000,1548.35
20170107,0000,1548.32
20170108,0000,1548.31
20170109,0000,1548.47
20170110,0000,1548.58
20170111,0000,1548.66
20170112,0000,1548.86
20170113,0000,1548.94
20170114,0000,1548.85
20170115,0000,1548.79
20170116,0000,1548.63
20170117,0000,1548.66
20170118,0000,1548.63
20170119,0000,1548.65
20170120,0000,1548.72
20170121,0000,1548.67
20170122,0000,1548.76
20170123,0000,1548.79
20170124,0000,1548.74
20170125,0000,1548.67
20170126,0000,1548.59
20170127,0000,1548.53
20170128,0000,1548.70
20170129,0000,1548.52
20170130,0000,1548.69
20170131,0000,1548.72
20170201,0000,1548.72
20170202,0000,1548.75
20170203,0000,1548.77
20170204,0000,1548.80
20170205,0000,1548.84
20170206,0000,1548.87
20170207,0000,1548.90
20170208,0000,1549.05
20170209,0000,1549.24
20170210,0000,1549.46
20170211,0000,1549.68
20170212,0000,1549.90
20170213,0000,1550.12
20170214,0000,1550.33
20170215,0000,1550.58
20170216,0000,1550.81
20170217,0000,1551.12
20170218,0000,1551.45
20170219,0000,1551.72
20170220,0000,1551.95
20170221,0000,1552.21
20170222,0000,1552.49
20170223,0000,1552.74
