"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-25","55",",,U","63","H,,U","48","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-26","49",",,U","57","H,,U","44","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-27","53",",,U","58","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-28","51",",,U","58","H,,U","45","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-29","52",",,U","59","H,,U","46","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-30","60",",,U","74","H,,U","43","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-05-31","65",",,U","76","H,,U","50","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-01","67",",,U","79","H,,U","55","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-02","62",",,U","71","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-03","60",",,U","66","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-04","63",",,U","74","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-05","63",",,U","74","H,,U","51","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-06","64",",,U","77","H,,U","55","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-07","59",",,U","63","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-08","62",",,U","71","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-09","67",",,U","77","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-10","62",",,U","69","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-11","60",",,U","65","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-12","64",",,U","71","H,,U","58","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-13","67",",,U","78","H,,U","58","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-14","71",",,U","88","H,,U","57","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-15","76",",,U","88","H,,U","64","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-16","72",",,U","85","H,,U","57","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-17","74",",,U","86","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-18","73",",,U","85","H,,U","59","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-19","72",",,U","85","H,,U","57","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-20","67",",,U","81","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-21","67",",,U","81","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-22","67",",,U","80","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-23","67",",,U","80","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-24","67",",,U","80","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-25","65",",,U","77","H,,U","58","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-26","66",",,U","82","H,,U","48","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-27","71",",,U","87","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-28","72",",,U","88","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-29","70",",,U","85","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-06-30","69",",,U","85","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-01","69",",,U","85","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-02","67",",,U","81","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-03","71",",,U","86","H,,U","57","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-04","74",",,U","89","H,,U","59","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-05","77",",,U","91","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-06","79",",,U","93","H,,U","64","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-07","81",",,U","95","H,,U","64","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-08","78",",,U","93","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-09","75",",,U","90","H,,U","61","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-10","68",",,U","83","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-11","71",",,U","90","H,,U","55","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-12","77",",,U","94","H,,U","57","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-13","79",",,U","94","H,,U","63","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-14","78",",,U","96","H,,U","61","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-15","81",",,U","100","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-16","84",",,U","102","H,,U","65","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-17","85",",,U","103","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-18","87",",,U","107","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-19","87",",,U","104","H,,U","71","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-20","83",",,U","97","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-21","78",",,U","90","H,,U","60","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-22","71",",,U","83","H,,U","63","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-23","77",",,U","91","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-24","77",",,U","90","H,,U","59","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-25","81",",,U","97","H,,U","65","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-26","85",",,U","101","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-27","85",",,U","102","H,,U","71","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-28","81",",,U","96","H,,U","67","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-29","72",",,U","86","H,,U","58","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-30","67",",,U","82","H,,U","55","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-07-31","71",",,U","87","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-01","80",",,U","99","H,,U","63","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-02","84",",,U","103","H,,U","65","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-03","88",",,U","106","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-04","90",",,U","109","H,,U","71","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-05","90",",,U","108","H,,U","74","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-06","87",",,U","102","H,,U","74","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-07","78",",,U","92","H,,U","63","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-08","74",",,U","91","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-09","75",",,U","93","H,,U","57","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-10","80",",,U","98","H,,U","60","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-11","82",",,U","100","H,,U","64","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-12","85",",,U","102","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-13","88",",,U","103","H,,U","72","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-14","87",",,U","102","H,,U","74","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-15","83",",,U","96","H,,U","67","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-16","76",",,U","91","H,,U","60","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-17","71",",,U","83","H,,U","58","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-18","67",",,U","81","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-19","69",",,U","83","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-20","68",",,U","83","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-21","70",",,U","87","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-22","74",",,U","91","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-23","75",",,U","92","H,,U","59","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-24","76",",,U","93","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-25","76",",,U","88","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-26","71",",,U","90","H,,U","51","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-27","76",",,U","96","H,,U","59","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-28","79",",,U","101","H,,U","60","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-29","82",",,U","101","H,,U","64","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-30","83",",,U","102","H,,U","67","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-08-31","85",",,U","106","H,,U","67","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-01","86",",,U","104","H,,U","70","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-02","87",",,U","104","H,,U","71","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-03","88",",,U","102","H,,U","73","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-04","84",",,U","96","H,,U","72","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-05","80",",,U","89","H,,U","74","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-06","83",",,U","95","H,,U","72","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-07","84",",,U","97","H,,U","71","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-08","80",",,U","92","H,,U","67","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-09","64",",,U","74","H,,U","55","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-10","69",",,U","84","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-11","77",",,U","92","H,,U","64","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-12","81",",,U","95","H,,U","66","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-13","82",",,U","98","H,,U","67","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-14","81",",,U","96","H,,U","66","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-15","80",",,U","96","H,,U","68","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-16","78",",,U","94","H,,U","63","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-17","73",",,U","85","H,,U","59","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-18","67",",,U","81","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-19","68",",,U","84","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-20","69",",,U","83","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-21","67",",,U","82","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-22","65",",,U","77","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-23","65",",,U","75","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-24","66",",,U","76","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-25","60",",,U","70","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-26","60",",,U","66","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-27","58",",,U","66","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-28","62",",,U","76","H,,U","48","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-29","65",",,U","75","H,,U","58","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-09-30","62",",,U","76","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-01","62",",,U","73","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-02","58",",,U","69","H,,U","50","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-03","58",",,U","70","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-04","61",",,U","75","H,,U","45","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-05","70",",,U","84","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-06","66",",,U","82","H,,U","51","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-07","67",",,U","79","H,,U","53","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-08","62",",,U","75","H,,U","50","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-09","59",",,U","72","H,,U","48","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-10","57",",,U","74","H,,U","43","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-11","59",",,U","76","H,,U","42","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-12","61",",,U","74","H,,U","46","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-13","64",",,U","75","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-14","58",",,U","73","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-15","60",",,U","72","H,,U","45","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-16","61",",,U","72","H,,U","50","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-17","61",",,U","75","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-18","61",",,U","79","H,,U","42","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-19","73",",,U","88","H,,U","56","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-20","76",",,U","91","H,,U","62","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-21","70",",,U","84","H,,U","54","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-22","64",",,U","80","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-23","64",",,U","79","H,,U","51","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-24","55",",,U","62","H,,U","50","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-25","59",",,U","71","H,,U","48","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-26","63",",,U","79","H,,U","51","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-27","59",",,U","72","H,,U","48","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-28","55",",,U","62","H,,U","51","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-29","56",",,U","68","H,,U","49","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-30","60",",,U","78","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-10-31","54",",,U","67","H,,U","43","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-01","51",",,U","59","H,,U","42","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-02","49",",,U","62","H,,U","38","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-03","56",",,U","64","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-04","52",",,U","63","H,,U","44","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-05","52",",,U","64","H,,U","39","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-06","48",",,U","51","H,,U","43","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-07","50",",,U","53","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-08","47",",,U","53","H,,U","40","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-09","46",",,U","58","H,,U","34","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-10","49",",,U","55","H,,U","45","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-11","49",",,U","60","H,,U","42","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-12","47",",,U","61","H,,U","34","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-13","51",",,U","65","H,,U","41","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-14","52",",,U","64","H,,U","40","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-15","54",",,U","65","H,,U","46","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-16","49",",,U","54","H,,U","42","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-17","51",",,U","58","H,,U","43","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-18","49",",,U","61","H,,U","39","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-19","49",",,U","63","H,,U","38","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-20","51",",,U","61","H,,U","37","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-21","56",",,U","60","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-22","55",",,U","59","H,,U","52","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-23","53",",,U","58","H,,U","49","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-24","51",",,U","56","H,,U","46","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-25","51",",,U","62","H,,U","43","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-26","55",",,U","62","H,,U","45","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-27","50",",,U","53","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-28","50",",,U","57","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-29","47",",,U","53","H,,U","42","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-11-30","53",",,U","61","H,,U","49","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-12-01","51",",,U","57","H,,U","47","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-12-02","52",",,U","55","H,,U","50","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-12-03","45",",,U","54","H,,U","33","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-12-04","40",",,U","51","H,,U","30","H,,U"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","1998-12-05","38",",,U","45","H,,U","31","H,,U"
