15620,PST,'RESERVOIR ELEVATION (feet)'
20080301,0000,1509.42
20080302,0000,1508.90
20080303,0000,1508.38
20080304,0000,1507.78
20080305,0000,1507.34
20080306,0000,1507.05
20080307,0000,1506.38
20080308,0000,1505.70
20080309,0000,1505.06
20080310,0000,1503.62
20080311,0000,1502.90
20080312,0000,1502.21
20080313,0000,1501.34
20080314,0000,1500.54
20080315,0000,1499.78
20080316,0000,1499.02
20080317,0000,1498.30
20080318,0000,1497.50
20080319,0000,1496.66
20080320,0000,1496.53
20080321,0000,1496.54
20080322,0000,1496.98
20080323,0000,1496.18
20080324,0000,1495.38
20080325,0000,1494.58
20080326,0000,1493.82
20080327,0000,1492.98
20080328,0000,1492.18
20080329,0000,1491.30
20080330,0000,1490.42
20080331,0000,1489.50
20080401,0000,1488.50
20080402,0000,1487.66
20080403,0000,1486.93
20080404,0000,1486.26
20080405,0000,1486.45
20080406,0000,1486.74
20080407,0000,1487.25
20080408,0000,1488.90
20080409,0000,1490.18
20080410,0000,1491.33
20080411,0000,1492.33
20080412,0000,1492.42
20080413,0000,1491.66
20080414,0000,1490.90
20080415,0000,1489.97
20080416,0000,1490.29
20080417,0000,1491.65
20080418,0000,1492.49
20080419,0000,1492.14
20080420,0000,1491.26
20080421,0000,1490.54
20080422,0000,1491.49
20080423,0000,1493.13
20080424,0000,1494.67
20080425,0000,1495.21
20080426,0000,1495.77
20080427,0000,1495.78
20080428,0000,1496.33
20080429,0000,1497.46
20080430,0000,1498.73
20080501,0000,1499.89
20080502,0000,1501.22
20080503,0000,1500.86
20080504,0000,1500.50
20080505,0000,1500.14
20080506,0000,1501.37
20080507,0000,1502.89
20080508,0000,1504.09
20080509,0000,1504.89
20080510,0000,1505.06
20080511,0000,1504.77
20080512,0000,1505.13
20080513,0000,1506.05
20080514,0000,1506.53
20080515,0000,1507.29
20080516,0000,1507.65
20080517,0000,1507.70
20080518,0000,1507.14
20080519,0000,1507.21
20080520,0000,1507.30
20080521,0000,1506.70
20080522,0000,1506.93
20080523,0000,1507.54
20080524,0000,1506.97
20080525,0000,1506.29
20080526,0000,1505.93
20080527,0000,1505.78
20080528,0000,1504.82
20080529,0000,1504.57
20080530,0000,1504.42
20080531,0000,1503.42
20080601,0000,1502.46
20080602,0000,1502.77
20080603,0000,1503.65
20080604,0000,1503.22
20080605,0000,1503.49
20080606,0000,1503.33
20080607,0000,1502.34
20080608,0000,1501.42
20080609,0000,1501.53
20080610,0000,1502.33
20080611,0000,1502.89
20080612,0000,1503.61
20080613,0000,1504.46
20080614,0000,1503.42
20080615,0000,1502.46
20080616,0000,1502.69
20080617,0000,1503.46
20080618,0000,1504.29
20080619,0000,1505.01
20080620,0000,1505.57
20080621,0000,1505.14
20080622,0000,1504.17
20080623,0000,1504.65
20080624,0000,1505.17
20080625,0000,1505.33
20080626,0000,1505.58
20080627,0000,1504.62
20080628,0000,1503.62
20080629,0000,1502.66
20080630,0000,1503.13
20080701,0000,1503.77
20080702,0000,1503.74
20080703,0000,1503.69
20080704,0000,1503.54
20080705,0000,1502.54
20080706,0000,1501.98
20080707,0000,1501.30
20080708,0000,1502.97
20080709,0000,1503.78
20080710,0000,1503.54
20080711,0000,1502.54
20080712,0000,1501.54
20080713,0000,1501.00
20080714,0000,1502.53
20080715,0000,1503.57
20080716,0000,1503.90
20080717,0000,1504.05
20080718,0000,1504.94
20080719,0000,1504.05
20080720,0000,1503.14
20080721,0000,1503.41
20080722,0000,1504.09
20080723,0000,1504.77
20080724,0000,1505.41
20080725,0000,1506.05
20080726,0000,1505.10
20080727,0000,1504.23
20080728,0000,1504.69
20080729,0000,1505.65
20080730,0000,1506.33
20080731,0000,1506.89
20080801,0000,1507.26
20080802,0000,1506.58
20080803,0000,1505.74
20080804,0000,1506.29
20080805,0000,1506.26
20080806,0000,1506.13
20080807,0000,1506.85
20080808,0000,1506.86
20080809,0000,1505.94
20080810,0000,1505.02
20080811,0000,1505.17
20080812,0000,1505.61
20080813,0000,1505.97
20080814,0000,1506.29
20080815,0000,1506.02
20080816,0000,1505.02
20080817,0000,1504.02
20080818,0000,1504.17
20080819,0000,1504.49
20080820,0000,1504.65
20080821,0000,1504.89
20080822,0000,1504.94
20080823,0000,1504.91
20080824,0000,1503.06
20080825,0000,1503.09
20080826,0000,1503.01
20080827,0000,1503.25
20080828,0000,1503.53
20080829,0000,1504.50
20080830,0000,1503.58
20080831,0000,1502.58
20080901,0000,1502.37
20080902,0000,1502.41
20080903,0000,1503.01
20080904,0000,1503.17
20080905,0000,1503.58
20080906,0000,1502.45
20080907,0000,1501.70
20080908,0000,1501.53
20080909,0000,1501.97
20080910,0000,1502.41
20080911,0000,1502.81
20080912,0000,1503.10
20080913,0000,1502.14
20080914,0000,1501.22
20080915,0000,1500.30
20080916,0000,1499.37
20080917,0000,1498.49
20080918,0000,1497.62
20080919,0000,1496.77
20080920,0000,1495.86
20080921,0000,1494.98
20080922,0000,1494.14
20080923,0000,1493.26
20080924,0000,1492.30
20080925,0000,1491.38
20080926,0000,1490.38
20080927,0000,1489.42
20080928,0000,1488.46
20080929,0000,1488.49
20080930,0000,1488.54
20081001,0000,1487.54
20081002,0000,1487.57
20081003,0000,1487.50
20081004,0000,1486.50
20081005,0000,1485.54
20081006,0000,1485.53
20081007,0000,1485.46
20081008,0000,1485.61
20081009,0000,1485.46
20081010,0000,1485.53
20081011,0000,1484.46
20081012,0000,1483.42
20081013,0000,1482.34
20081014,0000,1481.78
20081015,0000,1480.58
20081016,0000,1480.73
20081017,0000,1479.66
20081018,0000,1478.61
20081019,0000,1477.54
20081020,0000,1476.42
20081021,0000,1476.34
20081022,0000,1475.25
20081023,0000,1475.01
20081024,0000,1474.34
20081025,0000,1473.17
20081026,0000,1472.06
20081027,0000,1470.98
20081028,0000,1470.50
20081029,0000,1469.34
20081030,0000,1469.13
20081031,0000,1468.38
20081101,0000,1467.38
20081102,0000,1466.37
20081103,0000,1466.90
20081104,0000,1467.42
20081105,0000,1467.93
20081106,0000,1468.54
20081107,0000,1468.82
20081108,0000,1467.94
20081109,0000,1467.13
20081110,0000,1467.26
20081111,0000,1466.42
20081112,0000,1467.01
20081113,0000,1467.45
20081114,0000,1468.30
20081115,0000,1467.38
20081116,0000,1466.46
20081117,0000,1467.17
20081118,0000,1466.94
20081119,0000,1465.86
20081120,0000,1465.97
20081121,0000,1466.77
20081122,0000,1466.66
20081123,0000,1465.58
20081124,0000,1467.17
20081125,0000,1468.66
20081126,0000,1469.61
20081127,0000,1471.57
20081128,0000,1473.13
20081129,0000,1473.46
20081130,0000,1472.74
20081201,0000,1472.02
20081202,0000,1472.45
20081203,0000,1472.74
20081204,0000,1472.61
20081205,0000,1473.54
20081206,0000,1473.98
20081207,0000,1473.25
20081208,0000,1473.65
20081209,0000,1474.46
20081210,0000,1474.89
20081211,0000,1475.70
20081212,0000,1476.93
20081213,0000,1476.22
20081214,0000,1475.54
20081215,0000,1476.49
20081216,0000,1477.42
20081217,0000,1476.82
20081218,0000,1477.77
20081219,0000,1478.18
20081220,0000,1477.62
20081221,0000,1477.10
20081222,0000,1476.54
20081223,0000,1477.42
20081224,0000,1476.94
20081225,0000,1476.50
20081226,0000,1477.26
20081227,0000,1476.82
20081228,0000,1476.45
20081229,0000,1477.45
20081230,0000,1476.78
20081231,0000,1477.62
20090101,0000,1476.98
20090102,0000,1478.01
20090103,0000,1479.06
20090104,0000,1478.50
20090105,0000,1479.17
20090106,0000,1478.54
20090107,0000,1477.86
20090108,0000,1478.17
20090109,0000,1477.42
20090110,0000,1477.82
20090111,0000,1477.10
20090112,0000,1477.42
20090113,0000,1476.70
20090114,0000,1477.14
20090115,0000,1477.58
20090116,0000,1477.93
20090117,0000,1478.34
20090118,0000,1477.74
20090119,0000,1477.17
20090120,0000,1477.78
20090121,0000,1478.05
20090122,0000,1478.46
20090123,0000,1479.70
20090124,0000,1479.14
20090125,0000,1478.45
20090126,0000,1478.93
20090127,0000,1479.46
20090128,0000,1479.74
20090129,0000,1480.77
20090130,0000,1481.57
20090131,0000,1481.18
20090201,0000,1480.54
20090202,0000,1479.94
20090203,0000,1480.61
20090204,0000,1481.18
20090205,0000,1481.69
20090206,0000,1482.73
20090207,0000,1482.18
20090208,0000,1481.62
20090209,0000,1482.17
20090210,0000,1483.14
20090211,0000,1482.34
20090212,0000,1482.77
20090213,0000,1484.10
20090214,0000,1483.70
20090215,0000,1483.30
20090216,0000,1484.33
20090217,0000,1485.90
20090218,0000,1485.54
20090219,0000,1486.77
20090220,0000,1487.58
20090221,0000,1487.25
20090222,0000,1486.89
20090223,0000,1488.14
20090224,0000,1489.90
20090225,0000,1489.90
20090226,0000,1491.26
20090227,0000,1492.29
20090228,0000,1492.25
20090301,0000,1492.06
20090302,0000,1493.17
20090303,0000,1493.17
20090304,0000,1494.05
20090305,0000,1494.49
20090306,0000,1496.01
20090307,0000,1496.01
20090308,0000,1495.66
20090309,0000,1495.38
20090310,0000,1496.41
20090311,0000,1497.10
20090312,0000,1497.89
20090313,0000,1498.22
20090314,0000,1497.50
20090315,0000,1496.70
20090316,0000,1495.90
20090317,0000,1496.45
20090318,0000,1496.58
20090319,0000,1496.97
20090320,0000,1497.10
20090321,0000,1496.33
20090322,0000,1495.53
20090323,0000,1495.94
20090324,0000,1496.66
20090325,0000,1495.90
20090326,0000,1496.29
20090327,0000,1496.74
20090328,0000,1495.90
20090329,0000,1495.06
20090330,0000,1494.26
20090331,0000,1494.81
20090401,0000,1494.86
20090402,0000,1495.61
20090403,0000,1495.74
20090404,0000,1494.82
20090405,0000,1493.94
20090406,0000,1493.94
20090407,0000,1492.98
20090408,0000,1492.86
20090409,0000,1491.98
20090410,0000,1491.86
20090411,0000,1491.09
20090412,0000,1490.30
20090413,0000,1489.42
20090414,0000,1490.09
20090415,0000,1489.18
20090416,0000,1489.49
20090417,0000,1488.62
20090418,0000,1487.74
20090419,0000,1486.86
20090420,0000,1485.90
20090421,0000,1486.10
20090422,0000,1485.10
20090423,0000,1485.74
20090424,0000,1484.78
20090425,0000,1483.81
20090426,0000,1482.86
20090427,0000,1481.86
20090428,0000,1481.78
20090429,0000,1481.97
20090430,0000,1482.17
20090501,0000,1482.54
20090502,0000,1481.70
20090503,0000,1480.90
20090504,0000,1482.45
20090505,0000,1483.66
20090506,0000,1484.02
20090507,0000,1485.50
20090508,0000,1486.66
20090509,0000,1485.70
20090510,0000,1484.82
20090511,0000,1483.93
20090512,0000,1482.98
20090513,0000,1483.18
20090514,0000,1483.65
20090515,0000,1483.30
20090516,0000,1482.38
20090517,0000,1481.46
20090518,0000,1480.54
20090519,0000,1482.22
20090520,0000,1481.30
20090521,0000,1482.22
20090522,0000,1481.38
20090523,0000,1480.50
20090524,0000,1479.70
20090525,0000,1479.85
20090526,0000,1481.13
20090527,0000,1482.21
20090528,0000,1483.37
20090529,0000,1484.26
20090530,0000,1483.50
20090531,0000,1482.74
20090601,0000,1483.81
20090602,0000,1484.70
20090603,0000,1486.05
20090604,0000,1487.10
20090605,0000,1486.30
20090606,0000,1485.58
20090607,0000,1484.90
20090608,0000,1486.29
20090609,0000,1486.86
20090610,0000,1486.14
20090611,0000,1486.41
20090612,0000,1486.94
20090613,0000,1486.30
20090614,0000,1485.62
20090615,0000,1484.90
20090616,0000,1485.61
20090617,0000,1486.10
20090618,0000,1485.18
20090619,0000,1485.69
20090620,0000,1485.82
20090621,0000,1484.86
20090622,0000,1483.74
20090623,0000,1483.82
20090624,0000,1484.77
20090625,0000,1485.34
20090626,0000,1484.14
20090627,0000,1482.98
20090628,0000,1481.86
20090629,0000,1480.66
20090630,0000,1480.61
20090701,0000,1481.29
20090702,0000,1481.85
20090703,0000,1481.46
20090704,0000,1480.52
20090705,0000,1479.45
20090706,0000,1478.46
20090707,0000,1477.38
20090708,0000,1477.85
20090709,0000,1479.01
20090710,0000,1479.30
20090711,0000,1478.22
20090712,0000,1477.18
20090713,0000,1476.06
20090714,0000,1476.22
20090715,0000,1477.21
20090716,0000,1477.81
20090717,0000,1478.18
20090718,0000,1476.94
20090719,0000,1475.70
20090720,0000,1474.38
20090721,0000,1474.65
20090722,0000,1475.53
20090723,0000,1476.05
20090724,0000,1476.65
20090725,0000,1476.46
20090726,0000,1475.38
20090727,0000,1474.21
20090728,0000,1474.41
20090729,0000,1474.02
20090730,0000,1472.90
20090731,0000,1472.97
20090801,0000,1472.46
20090802,0000,1471.38
20090803,0000,1470.26
20090804,0000,1470.65
20090805,0000,1470.70
20090806,0000,1469.42
20090807,0000,1469.73
20090808,0000,1470.45
20090809,0000,1469.34
20090810,0000,1468.22
20090811,0000,1468.33
20090812,0000,1468.65
20090813,0000,1467.42
20090814,0000,1467.77
20090815,0000,1468.10
20090816,0000,1467.02
20090817,0000,1465.82
20090818,0000,1466.02
20090819,0000,1465.81
20090820,0000,1466.37
20090821,0000,1466.70
20090822,0000,1465.50
20090823,0000,1464.34
20090824,0000,1463.18
20090825,0000,1463.29
20090826,0000,1463.57
20090827,0000,1463.81
20090828,0000,1463.86
20090829,0000,1462.66
20090830,0000,1461.50
20090831,0000,1460.46
20090901,0000,1460.69
20090902,0000,1460.98
20090903,0000,1461.01
20090904,0000,1461.46
20090905,0000,1460.26
20090906,0000,1459.10
20090907,0000,1457.98
20090908,0000,1458.21
20090909,0000,1458.66
20090910,0000,1458.74
20090911,0000,1459.70
20090912,0000,1458.14
20090913,0000,1457.09
20090914,0000,1457.01
20090915,0000,1457.38
20090916,0000,1457.37
20090917,0000,1457.74
20090918,0000,1456.66
20090919,0000,1455.62
20090920,0000,1455.18
20090921,0000,1454.14
20090922,0000,1453.06
20090923,0000,1452.97
20090924,0000,1453.02
20090925,0000,1453.69
20090926,0000,1453.58
20090927,0000,1452.42
20090928,0000,1451.26
20090929,0000,1451.21
20090930,0000,1451.89
20091001,0000,1452.17
20091002,0000,1452.70
20091003,0000,1451.82
20091004,0000,1451.02
20091005,0000,1450.22
20091006,0000,1450.77
20091007,0000,1452.61
20091008,0000,1453.89
20091009,0000,1454.42
20091010,0000,1453.61
20091011,0000,1452.90
20091012,0000,1452.18
20091013,0000,1452.89
20091014,0000,1454.77
20091015,0000,1455.26
20091016,0000,1456.45
20091017,0000,1457.10
20091018,0000,1456.50
20091019,0000,1455.77
20091020,0000,1455.17
20091021,0000,1455.74
20091022,0000,1456.49
20091023,0000,1456.58
20091024,0000,1455.73
20091025,0000,1455.26
20091026,0000,1454.54
20091027,0000,1455.25
20091028,0000,1456.09
20091029,0000,1456.68
20091030,0000,1457.50
20091031,0000,1456.74
20091101,0000,1455.98
20091102,0000,1455.22
20091103,0000,1456.25
20091104,0000,1457.85
20091105,0000,1458.81
20091106,0000,1459.58
20091107,0000,1458.89
20091108,0000,1458.14
20091109,0000,1458.89
20091110,0000,1460.14
20091111,0000,1460.93
20091112,0000,1461.61
20091113,0000,1461.90
20091114,0000,1461.25
20091115,0000,1460.65
20091116,0000,1460.05
20091117,0000,1461.25
20091118,0000,1463.05
20091119,0000,1464.21
20091120,0000,1464.93
20091121,0000,1464.66
20091122,0000,1464.02
20091123,0000,1463.28
20091124,0000,1464.05
20091125,0000,1465.41
20091126,0000,1466.29
20091127,0000,1467.22
20091128,0000,1466.50
20091129,0000,1466.06
20091130,0000,1465.18
20091201,0000,1465.89
20091202,0000,1467.41
20091203,0000,1468.93
20091204,0000,1469.18
20091205,0000,1468.66
20091206,0000,1468.14
20091207,0000,1467.77
20091208,0000,1469.17
20091209,0000,1470.97
20091210,0000,1472.13
20091211,0000,1472.18
20091212,0000,1472.05
20091213,0000,1471.70
20091214,0000,1471.34
20091215,0000,1472.41
20091216,0000,1474.37
20091217,0000,1476.17
20091218,0000,1477.41
20091219,0000,1477.09
20091220,0000,1476.62
20091221,0000,1475.94
20091222,0000,1476.45
20091223,0000,1477.97
20091224,0000,1479.41
20091225,0000,1480.53
20091226,0000,1480.49
20091227,0000,1480.10
20091228,0000,1479.66
20091229,0000,1480.77
20091230,0000,1482.29
20091231,0000,1483.73
20100101,0000,1484.45
20100102,0000,1483.90
20100103,0000,1483.33
20100104,0000,1482.74
20100105,0000,1483.41
20100106,0000,1484.77
20100107,0000,1485.77
20100108,0000,1486.34
20100109,0000,1485.70
20100110,0000,1485.02
20100111,0000,1484.34
20100112,0000,1485.21
20100113,0000,1486.66
20100114,0000,1487.93
20100115,0000,1488.46
20100116,0000,1487.86
20100117,0000,1487.30
20100118,0000,1486.86
20100119,0000,1486.22
20100120,0000,1486.77
20100121,0000,1487.50
20100122,0000,1487.09
20100123,0000,1486.38
20100124,0000,1485.78
20100125,0000,1486.09
20100126,0000,1487.09
20100127,0000,1487.53
20100128,0000,1487.82
20100129,0000,1487.26
20100130,0000,1486.78
20100131,0000,1486.38
20100201,0000,1486.10
20100202,0000,1486.61
20100203,0000,1487.93
20100204,0000,1488.66
20100205,0000,1488.54
20100206,0000,1488.46
20100207,0000,1488.29
20100208,0000,1488.97
20100209,0000,1490.42
20100210,0000,1491.42
20100211,0000,1492.25
20100212,0000,1492.34
20100213,0000,1492.21
20100214,0000,1492.06
20100215,0000,1491.82
20100216,0000,1492.49
20100217,0000,1494.05
20100218,0000,1494.78
20100219,0000,1494.58
20100220,0000,1494.34
20100221,0000,1494.18
20100222,0000,1493.98
20100223,0000,1494.74
20100224,0000,1494.50
20100225,0000,1494.26
20100226,0000,1495.02
20100227,0000,1494.98
20100228,0000,1494.78
20100301,0000,1494.58
20100302,0000,1495.58
20100303,0000,1495.34
20100304,0000,1495.06
20100305,0000,1496.06
20100306,0000,1495.86
20100307,0000,1495.66
20100308,0000,1495.38
20100309,0000,1495.77
20100310,0000,1496.61
20100311,0000,1496.98
20100312,0000,1496.70
20100313,0000,1496.38
20100314,0000,1496.10
20100315,0000,1495.78
20100316,0000,1496.18
20100317,0000,1495.78
20100318,0000,1495.37
20100319,0000,1494.90
20100320,0000,1495.18
20100321,0000,1494.70
20100322,0000,1494.10
20100323,0000,1493.50
20100324,0000,1493.78
20100325,0000,1493.38
20100326,0000,1492.58
20100327,0000,1491.78
20100328,0000,1491.02
20100329,0000,1490.22
20100330,0000,1489.41
20100331,0000,1489.45
20100401,0000,1489.38
20100402,0000,1488.62
20100403,0000,1487.81
20100404,0000,1487.02
20100405,0000,1486.29
20100406,0000,1485.62
20100407,0000,1485.89
20100408,0000,1486.10
20100409,0000,1485.73
20100410,0000,1485.38
20100411,0000,1485.10
20100412,0000,1484.82
20100413,0000,1485.78
20100414,0000,1485.54
20100415,0000,1485.26
20100416,0000,1486.17
20100417,0000,1485.90
20100418,0000,1485.62
20100419,0000,1485.34
20100420,0000,1485.06
20100421,0000,1485.73
20100422,0000,1486.26
20100423,0000,1485.98
20100424,0000,1485.66
20100425,0000,1485.38
20100426,0000,1485.02
20100427,0000,1484.66
20100428,0000,1484.90
20100429,0000,1485.13
20100430,0000,1484.61
20100501,0000,1484.02
20100502,0000,1483.42
20100503,0000,1482.82
20100504,0000,1483.61
20100505,0000,1483.93
20100506,0000,1483.25
20100507,0000,1482.58
20100508,0000,1481.90
20100509,0000,1481.26
20100510,0000,1480.65
20100511,0000,1480.81
20100512,0000,1481.14
20100513,0000,1480.50
20100514,0000,1479.86
20100515,0000,1479.45
20100516,0000,1478.85
20100517,0000,1478.26
20100518,0000,1478.57
20100519,0000,1478.89
20100520,0000,1478.85
20100521,0000,1479.17
20100522,0000,1478.58
20100523,0000,1478.09
20100524,0000,1477.66
20100525,0000,1477.53
20100526,0000,1479.01
20100527,0000,1479.50
20100528,0000,1479.14
20100529,0000,1478.77
20100530,0000,1478.38
20100531,0000,1477.98
20100601,0000,1478.17
20100602,0000,1478.98
20100603,0000,1479.45
20100604,0000,1479.50
20100605,0000,1478.90
20100606,0000,1478.33
20100607,0000,1477.74
20100608,0000,1477.45
20100609,0000,1479.01
20100610,0000,1479.30
20100611,0000,1478.66
20100612,0000,1478.18
20100613,0000,1477.78
20100614,0000,1477.38
20100615,0000,1478.01
20100616,0000,1478.38
20100617,0000,1478.85
20100618,0000,1479.26
20100619,0000,1478.82
20100620,0000,1478.42
20100621,0000,1477.98
20100622,0000,1477.77
20100623,0000,1479.33
20100624,0000,1479.13
20100625,0000,1479.66
20100626,0000,1479.14
20100627,0000,1478.62
20100628,0000,1478.14
20100629,0000,1478.89
20100630,0000,1479.50
20100701,0000,1480.29
20100702,0000,1480.94
20100703,0000,1480.30
20100704,0000,1479.82
20100705,0000,1479.42
20100706,0000,1479.61
20100707,0000,1480.57
20100708,0000,1481.33
20100709,0000,1481.94
20100710,0000,1481.46
20100711,0000,1481.02
20100712,0000,1480.38
20100713,0000,1481.69
20100714,0000,1482.13
20100715,0000,1483.53
20100716,0000,1484.26
20100717,0000,1483.38
20100718,0000,1482.61
20100719,0000,1481.82
20100720,0000,1481.25
20100721,0000,1482.57
20100722,0000,1483.45
20100723,0000,1483.86
20100724,0000,1483.09
20100725,0000,1482.30
20100726,0000,1481.46
20100727,0000,1481.61
20100728,0000,1482.30
20100729,0000,1482.45
20100730,0000,1483.06
20100731,0000,1482.38
20100801,0000,1481.74
20100802,0000,1481.04
20100803,0000,1480.73
20100804,0000,1482.33
20100805,0000,1483.73
20100806,0000,1484.14
20100807,0000,1483.54
20100808,0000,1482.98
20100809,0000,1482.34
20100810,0000,1482.05
20100811,0000,1483.61
20100812,0000,1484.89
20100813,0000,1484.98
